,0,1,2,3,4,BuyPrice
0,115125.37107804838,17466.29167327573,7064.731007201933,-724.0803201757534,101.22344542184163,574900.0
1,14678.673528713334,-7159.201395122978,7145.536330654959,-1107.493945359378,93.3788203274023,475000.0
2,-260259.0839371045,-1309.4688520108366,7086.571852619334,-1022.3399708941281,33.22892102951111,200000.0
3,1019451.203414577,-28537.37723691982,7349.25612073444,-1415.1671738077782,80.41759413982723,1480000.0
4,-386301.42785864155,1372.248871774512,7056.3762810456865,-983.3171651177404,97.6445133888209,73929.12
5,35723.411650567105,41717.895407386786,6953.828335250406,-349.0185974378128,65.65374506722395,495000.0
6,-91297.33379467133,-4904.454728087994,7115.687185999945,-1073.4519080144057,95.91723074164473,369000.0
7,-321845.4900470317,0.8601979571594277,7064.895099652987,-1002.1980353226995,-20.143750382162956,138399.65
8,-161281.49023982897,-3415.3995201664416,7097.270732386929,-1051.258308686377,-38.15654444457277,299000.0
9,-10702.731389158615,22183.643780044775,7016.031962004904,-651.4209568976804,-19.26599057969723,449000.0
10,59198.453559419206,16796.022532849947,7044.585291199963,-732.9780223587667,-103.76036376378504,519000.0
11,-11740.798783343756,20405.50399181647,7020.696911172309,-678.7348757323003,65.98496631847179,448000.0
12,189526.4442410363,30824.669523771863,7005.065006673091,-512.8924897988371,85.42519799844918,649000.0
13,90048.7190220405,21180.04420763689,7027.562170494829,-664.1104655683694,69.83285947952604,549750.0
14,-121290.54189701159,-4266.368504919477,7096.557383501961,-1062.5052566745817,90.18451169259242,339000.0
15,129552.66795747174,-9603.340391552641,7147.923163323523,-1138.7581413928099,-253.83056565468553,589900.0
16,38673.24453382327,-7669.858928652232,7127.781742084715,-1111.445334026736,93.99566326475832,499000.0
17,175240.10861733812,17519.268531031878,7047.417881892865,-718.1326451266023,22.932391629534557,635000.0
18,-225692.70136607034,26637.7923778591,6961.046286890286,-585.3326414511707,39.48222789304846,233963.91
19,-144977.47962591844,10699.146454475405,7031.4520443461615,-830.1414041386478,-244.43026617041048,315000.0
20,-166303.4009515984,-3308.6758716868253,7081.321660079456,-1047.6399891722565,57.814801957327845,293976.95
21,121520.1092259535,-9432.60050250475,7139.051273945193,-1135.9263706458985,92.95620877052004,581865.62
22,110141.56853347077,18280.22542651804,7029.42641605407,-706.4951925374669,28.661539645186352,569900.0
23,2931060.186598418,-69209.88814108484,7719.486678530037,-1998.790144812613,-290.97407800645055,3392041.75
24,89044.8717423748,9260.108048896247,7058.35150307277,-846.2988305770045,100.9395149303496,549000.0
25,139671.79274803042,38185.98038539387,6952.853655957039,-397.10003872593023,-64.27780895576132,599000.0
26,-185276.0547999924,-2905.066047767974,7068.510623635487,-1040.3162719243603,62.13682577584063,275000.0
27,1364373.1208565743,-35876.325618780276,7389.222650183679,-1516.4147650577972,76.77346847085602,1825000.0
28,-10719.32199526755,21403.718520645634,6994.220203594921,-659.880857822767,104.32521881118889,449000.0
29,388594.0279004897,-15115.09351856568,7183.689100009436,-1216.115653773829,88.53667797063476,849000.0
30,-221267.90621379652,-2139.2542794512156,7056.138212510643,-1028.5569062130805,-57.49329497270506,239000.0
31,138830.59434948457,-1340.0143625340588,7097.577098362292,-1007.8164976282351,-250.6264850367093,599000.0
32,138982.49660013817,5797.339058169941,7068.1010310446945,-897.178874821733,18.3006522436733,599000.0
33,79799.76626029766,21337.929867750274,6998.9689600889915,-657.8512630664392,97.85901272868934,539500.0
34,288616.66279838525,-12987.982931171206,7153.079254405352,-1183.7363716680136,86.89940381995024,749000.0
35,-245762.36070638598,-1618.1387575889673,7041.281092997713,-1019.0961136354385,-148.93652802758965,214500.0
36,-235264.73748395834,-1841.460399225762,7041.50742151391,-1022.0532567367237,-249.09196066274922,225000.0
37,-235264.7373628254,-1841.4665468442154,7040.519092870562,-1021.9010581525191,-249.09243514140903,225000.0
38,-216269.03624626153,-2245.767605654647,7043.278410923788,-1027.9009329168553,74.59456122295958,244000.0
39,-40408.84850976533,-5987.418492695341,7077.860287190274,-1081.7761400758095,-37.93945695828196,419900.0
40,-170379.42622092954,-3222.030425521475,7050.055111972094,-1041.1673815561169,-249.9321096432119,289900.0
41,-61304.117928271786,-5542.9103948829925,7071.486322672849,-1075.0054998413386,75.46960421521791,399000.0
42,149347.86119705188,22858.37264611946,6986.075026046688,-630.2888374285577,106.265322851339,609000.0
43,-218268.58317504392,-2203.216007772791,7035.029600828839,-1025.9783208354334,-62.37626503184107,242000.0
44,-582.4466892850037,27728.546643815123,6945.5828706475095,-557.631463751828,47.97929528279635,459000.0
45,-271256.58633275656,-1075.8831973157496,7020.997012672593,-1009.322613868082,64.30966989990443,189000.0
46,15182.889760076596,16532.04953771783,6987.606338223535,-730.1153351446645,-23.74795223681604,475000.0
47,-13314.9810987584,-6563.930970251287,7071.646159787659,-1088.2749369925637,-98.31702207245617,447000.0
48,-221267.90384984147,-2139.364967696342,7027.6280834752815,-1023.7670367421033,-249.3501624915972,239000.0
49,-177607.63684337947,-3068.4514550957974,7035.487088282885,-1037.3508222304472,80.09796455270885,282670.15
50,5145.581932888353,14885.482372398934,6987.846463552329,-754.8592965139862,-243.3568150581243,465000.0
51,-11315.43347822914,-6606.513099905801,7067.134609041108,-1088.0136672486988,-99.23451721418037,449000.0
52,219745.47741470998,-1501.8044651335122,7073.574120906107,-1003.5603323112185,80.91817035025605,679900.0
53,-3696.1572191444266,-6768.7245142894535,7063.67097876981,-1089.744162241445,65.6188570849912,456621.0
54,-80871.96981731383,14975.428448890476,6969.753096389051,-754.301868518357,-242.97119002656345,379000.0
55,-120390.73826605448,-4285.880781565167,7037.456927527432,-1053.621201553387,88.13606531186866,339900.0
56,58804.03073847652,-1737.871619322246,7049.326636733452,-1009.9554632036202,-7.5390199831715785,519000.0
57,409840.4538272882,43238.42001374132,6918.973942956996,-305.6161687713833,92.6021818138627,869000.0
58,-131288.2714706357,-4054.0114334855743,7031.333438740251,-1049.3892729063841,-14.583451578949616,329000.0
59,239483.2237606961,28261.20635089455,6952.0415259965275,-540.790974341858,29.08856295018187,699000.0
60,-245262.46871384303,-1629.0629589735304,7004.719453807211,-1013.7875624984804,3.007700532230719,215000.0
61,419547.1536538372,29350.528105683945,6968.612517160122,-519.4076152067355,14.926660231655166,879000.0
62,-240363.57689079858,-1733.3351160251382,7003.6627908270275,-1015.2756685145205,95.80804829153413,219900.0
63,-426301.06272186403,2222.7713968426256,6964.106108754873,-957.8323059590178,84.33085831295853,33920.42
64,288616.666237051,-12988.098981835017,7111.724287555178,-1177.1802296675016,-256.0831180297065,749000.0
65,-191774.57717517187,-2767.1364313108465,7010.828789550165,-1029.63306976332,20.255574722254895,268500.0
66,-120290.76122362491,-4287.978480955435,7022.879958437379,-1050.832878685511,-250.62586647497648,340000.0
67,-195373.76097380143,-2690.5927099243895,7006.08583174973,-1028.12364573128,79.11863523683735,264900.0
68,638537.4499719919,-20433.39982464249,7178.272953438687,-1283.9745789091908,84.3164360496584,1099000.0
69,-285253.413052669,-778.2903763559528,6984.4949490384,-999.8614700722657,83.41261916047982,175000.0
70,-168042.50826945013,-3272.128345225916,7007.824338738563,-1035.8426915788912,57.80295080211277,292237.44
71,-176278.08397553675,-3096.9356719857205,7005.110312032229,-1033.0815580367257,97.03466063776835,284000.0
72,-163281.026023061,-3373.4792450332798,7004.856222753024,-1036.6060748796294,79.85609274749915,297000.0
73,1946261.0542286413,281655.4718411725,6176.385160142914,3423.630434324344,-140.81003433702654,2400000.0
74,1138424.2815100402,-31069.343808875597,7273.148970441334,-1436.2005955612274,76.82078474124081,1599000.0
75,-141286.0054825524,-3841.4199185125226,7006.553003376123,-1042.7646565823597,-53.44955372483837,319000.0
76,-101295.05906942938,-4692.281020120913,7013.88719953816,-1054.875748568853,-91.97266639455613,359000.0
77,-260359.047968287,-1308.0273738578742,6979.790183865117,-1005.8893293917981,85.17556609841189,199900.0
78,4288711.08889425,-98096.68785548347,7921.079604777681,-2403.9664113031563,-9.810672218360368,4750000.0
79,-164872.09909899108,15862.257313128765,6921.978821007963,-737.6007157902044,35.64579408562845,295000.0
80,255409.6546110045,24633.84559620535,6940.328975263753,-592.1757007685908,18.57903169413143,715000.0
81,139412.67829000505,26009.713053574513,6919.387196700484,-573.3661954081186,104.67538642801243,599000.0
82,199267.6213429798,18555.588690618977,6952.537450694541,-687.1422750591672,85.22164989463941,659000.0
83,89210.82420781175,17056.82240879649,6943.455840272211,-712.5137289966974,104.12198138900695,549000.0
84,-241263.3712215707,-1714.247721127099,6973.055541575942,-1009.8606037634966,-249.05847433097398,219000.0
85,-858.1584348390089,14772.7585864657,6938.864442801295,-749.6855358811957,103.52185353278911,459000.0
86,366368.66718490183,68525.53016324317,6775.997688452247,91.24731519674691,56.282274006291075,825000.0
87,-425221.7233420422,2199.702726766316,6929.85805089887,-952.8044673520634,-154.82850174962343,35000.0
88,-211270.15918084997,-2352.5650777267806,6971.192937173763,-1018.1692378814387,35.4992982180002,249000.0
89,-134953.3352679856,16425.700653179232,6907.7759073589605,-725.7229769149567,44.79997091607897,324900.0
90,-134953.33514685268,16425.69450556078,6906.7875787156145,-725.5707783307521,44.79949643741916,324900.0
91,-101295.05584113135,-4692.432293049995,6991.151715779334,-1051.4016982846383,-58.03995010335649,359000.0
92,-91297.31906622228,-4905.224442673557,6992.098086971769,-1054.5328106260883,92.89782510429148,369000.0
93,-804.5449432726189,17291.793590615995,6917.348984058289,-708.848044319846,104.55698454065202,459000.0
94,160311.7797386952,25744.955780488068,6904.258093779056,-574.1403448779625,105.42896180700168,619900.0
95,525992.9111206455,49167.59599435439,6859.497633116103,-203.12874797661505,83.720537464594,985000.0
96,-225366.96642122013,-2052.6838493866617,6960.363745192009,-1012.6486603750271,52.60963892279555,234900.0
97,3528883.108632796,-81930.25315371533,7738.760460257049,-2166.3224830691156,-129.67827814186163,3990000.0
98,-191274.68474696562,-2778.05077423293,6965.476422715682,-1022.7817386853616,12.211230808579522,269000.0
99,358600.8299330771,-14477.562964329358,7078.648652553393,-1191.5590899686122,89.97228261667809,819000.0
100,-10415.62855277945,-6626.1546341797975,7000.995324014032,-1078.1873027545487,91.77986881418641,449900.0
101,-235364.7023031625,-1840.011766225516,6953.3119984804935,-1008.8876610847594,90.72337383261558,224900.0
102,-263258.38910715637,-1246.4048503699375,6946.752415758567,-999.7292316911643,-248.76554023080627,197000.0
103,-281254.31397477374,-863.566134774735,6941.970240710258,-994.1656612341803,-120.61350475200946,179000.0
104,-261258.83970101725,-1289.0876677465749,6943.996001447183,-1000.309798333071,69.05494111887907,199000.0
105,175296.03195776907,20145.685479725293,6915.974214690543,-658.3450454842914,-241.9214858638273,635000.0
106,-71301.84339213424,-5330.730176264685,6981.475126924301,-1058.3820881663446,65.50846696363574,389000.0
107,-192274.45679431455,-2756.8405804424247,6951.459285173646,-1020.3378853657126,-39.809870755992314,268000.0
108,-11315.424149155964,-6607.033814388966,6987.080068808128,-1075.5437464656384,-76.12304530059677,449000.0
109,-61304.10568233873,-5543.506850504951,6974.632672361036,-1060.1473989548497,77.34218071010453,399000.0
110,518564.6179664897,-17881.131365295758,7094.056637186316,-1238.1126272856168,46.76449330011142,979000.0
111,100349.61604347087,28160.713884477394,6863.688208504209,-534.512112914668,108.63243898572406,559900.0
112,-231265.628434908,-1927.332876699286,6935.420035985301,-1007.1252463694134,49.7477154102558,229000.0
113,-168042.5006380824,-3272.515645145396,6945.559623906031,-1026.25418586272,57.7724609045032,292237.44
114,-161281.47150314285,-3416.3930915406986,6945.958110801739,-1028.1193714007265,82.8010511320028,299000.0
115,238627.99379093514,-11925.09814742268,7027.96671932266,-1151.0485014211338,88.40931198610198,699000.0
116,-394996.9899009919,1556.2634791049556,6895.484368205378,-955.9827750552852,99.76460084797482,65231.57
117,-394996.9897798591,1556.2573314865035,6894.496039562028,-955.83057647108,99.76412636931505,65231.57
118,299732.6071140093,39340.05575160062,6836.147444612811,-355.28173774399994,-52.5488402484457,759000.0
119,-211270.1541860164,-2352.812817603523,6929.732846330221,-1011.6416728195015,3.5105971337965025,249000.0
120,-201272.4185575835,-2565.4363275421465,6930.992629351569,-1014.244509816795,-249.54482074466762,259000.0
121,34674.16758791154,-7585.71078553185,6977.726452385045,-1087.0846334190876,89.12980663642671,495000.0
122,90285.91549901973,20574.078520821196,6875.925156306549,-649.3531254975488,-183.4078131811648,550000.0
123,18677.78905930748,-7245.382798852842,6972.443115144393,-1081.765584807654,93.42088104251063,479000.0
124,138650.62904865725,-9797.992994218517,6996.387661461657,-1118.483969741986,89.75721208380507,599000.0
125,238627.99479259687,-11925.188737378372,7016.162539226275,-1148.9228342263496,90.590861695084,699000.0
126,-35409.96525531051,-6094.567270217761,6957.325172945582,-1064.497760877934,25.023811769136763,424900.0
127,-295251.1411061636,-565.9285448555372,6902.542160112896,-984.2685944142734,-248.54121372229,165000.0
128,-273256.1191603171,-1034.0609131446718,6905.921912247556,-991.1193648603064,97.21335068072227,187000.0
129,-111292.78498481025,-4480.087851008485,6936.542346757027,-1040.7072003846117,94.8671344109508,349000.0
130,-1317.6826956496748,-6819.985045397016,6958.414442223499,-1074.1999969294868,60.54035276945788,459000.0
131,338975.5408383575,3341.4412189934974,6961.3128225785695,-909.1626175333623,92.32023157055357,799000.0
132,88661.9475932739,-8734.477262748558,6973.130855835489,-1101.2769009222259,85.34846919803539,549000.0
133,126653.3463508645,-9542.75411276453,6979.136136848638,-1112.5002255597228,-67.14857192498752,587000.0
134,59144.60885784584,14263.77576095315,6878.237091512664,-745.4450242485934,44.91839895649263,519000.0
135,390514.16007682175,28107.39833573652,6865.858334558316,-523.5880704967171,98.34133424441895,850000.0
136,238627.99700955994,-11925.240354977794,6999.380527463959,-1146.488774884929,-0.6090004066050554,699000.0
137,-31310.891151548756,-6181.893583567931,6942.316640397548,-1063.4405257585538,63.93247496061527,429000.0
